"restaurantID","name","type","total_ordered","num_orders","longitude","latitude","first_order_date"
212,Chez Maman M'Pouto,Informel,7840.00,2,,,"2023-10-02"
213,Fyma Delices,Formel,476180.00,17,-3.9971389,5.3561160,"2023-10-02"
214,Maman Bely,Informel,248000.00,16,,,"2023-10-02"
215,Epicerie Bio,Formel,122060.00,11,,,"2023-10-02"
216,Chez Maman Soro,Informel,356850.00,20,,,"2023-10-02"
217,Chic Pavillon,Formel,480700.00,10,-3.9527115,5.3680536,"2023-10-02"
218,Maman Georgette,Informel,8400.00,3,,,"2023-10-02"
219,Kiosque Mohamed,,661450.00,47,-3.9771206,5.3511258,"2023-10-02"
220,Chez Suzanne,Informel,27500.00,3,,,"2023-10-02"
221,Emmanuella Chips,,26000.00,2,,,"2023-10-02"
222,Adjara,,1997050.00,110,,,"2023-10-02"
223,Alimentation Générale,,571000.00,28,,,"2023-10-02"
224,Coffee shop factory Vallon,Formel,1170733.00,117,-3.9918060,5.3566749,"2023-10-02"
225,Ambassade de Belgique,Formel,506470.00,29,-3.9932755,5.3303273,"2023-10-02"
226,Startup Distribution,,1566.00,1,,,"2023-10-04"
227,Manawa Café,Formel,99940.00,5,,,"2023-10-04"
228,Roxy Lounge,Formel,2129760.00,79,-3.9903537,5.3550741,"2023-10-04"
229,N'Deye ,Informel,302000.00,12,,,"2023-10-12"
230,Chez Nadège,Informel,408645.00,34,-3.9771410,5.3560478,"2023-10-05"
231,Chez Marie,Informel,459400.00,58,-3.9771410,5.3560478,"2023-10-05"
232,Mme Zokou,Informel,900885.00,78,-3.9771410,5.3560478,"2023-10-06"
233,Les Grillades de Stéphanie,Informel,2986876.00,94,-3.9771410,5.3560478,"2023-10-06"
234,Maquis le Buzz,Informel,77000.00,5,-3.9506168,5.3238765,"2023-10-05"
235,King Dabali,Semi-Formel,135240.00,17,-3.9650270,5.3602560,"2023-10-05"
236,Maman Peggy,Informel,142200.00,19,,,"2023-10-06"
240,Marcothy,Informel,12900.00,2,,,"2023-10-09"
241,I-Garba,Formel,939660.00,15,-3.9584278,5.3539251,"2023-10-09"
242,Mary's Kitchen,Formel,3000.00,1,-3.9789567,5.3440476,"2023-10-11"
243,Thesakys,Formel,92252.00,10,-3.9786924,5.3513130,"2023-10-11"
244,Shazal,,14500.00,1,-3.9775517,5.3560016,"2023-10-11"
245,Restaurant Manoir,Formel,209230.00,12,-3.9570343,5.3953144,"2023-10-10"
248,Chez Françoise,,9000.00,3,,,"2023-10-12"
249,Tropigrill,Informel,726800.00,32,-4.0029292,5.3211195,"2023-10-13"
250,Capitol Hôtel,Formel,1873394.00,24,-3.9774877,5.3390457,"2023-10-15"
251,Indian Kitchen,Formel,2896350.00,72,-3.9533483,5.3514524,"2023-10-14"
252,Layali,Formel,2585900.00,127,-3.9894566,5.3683885,"2023-10-14"
253,Imisa O,,342505.00,16,,,"2023-10-16"
254,Mme N'Guessan,Informel,20100.00,4,,,"2023-10-19"
255,Chez Mme Yao,Informel,69150.00,3,,,"2023-10-19"
256,Les Delices de Rachelle 2plateaux,Semi-Formel,212575.00,29,,,"2023-10-19"
257,Kiosque Moctar le Ministre,Informel,368955.00,19,,,"2023-10-19"
258,Eto'o Food 2 plateaux,Semi-Formel,951750.00,107,-3.9998970,5.3664770,"2023-10-20"
259,Chez Mme Diaby,Informel,25350.00,1,,,"2023-10-21"
260,Kiosque Bah,Informel,682700.00,34,,,"2023-10-20"
261,Ibrahim Garba,Informel,262550.00,9,-3.9922880,5.3967470,"2023-10-20"
262,Mme Djiké,Informel,784725.00,28,,,"2023-10-21"
263,ADJOUM SERVICE TRAITEUR,Informel,721450.00,17,,,"2023-10-21"
264,Palais d'Akwaba,Formel,1071140.00,18,-3.9621690,5.2686849,"2023-10-21"
265,Chez Mme Diakité,Informel,17500.00,3,,,"2023-10-23"
266,Kiosque Chez Sidy,Informel,8000.00,1,,,"2023-10-23"
268,Kwayo Fruits,Formel,171375.00,2,,,"2023-10-24"
269,nel Juice,Formel,5050.00,1,,,"2023-10-24"
270,Emma Gourmet,Semi-Formel,21000.00,1,,,"2023-10-25"
271,Naf Event,Semi-Formel,235050.00,26,,,"2023-10-25"
272,Les Grillades de Fatoumata,Semi-Formel,157725.00,17,,,"2023-10-25"
273,Chez La Présidente ,Semi-Formel,19800.00,3,,,"2023-10-25"
274,Julianna,Informel,124150.00,76,,,"2023-10-26"
275,Chez Louise,Informel,14000.00,1,,,"2023-10-26"
276,Restaurant Yuka,Formel,1409380.00,34,-3.9984682,5.3704809,"2023-10-26"
277,Chez Saly Riviera 2,Informel,18550.00,1,,,"2023-10-27"
278,Les Braisés de la Riviera,Informel,28650.00,5,,,"2023-10-27"
279,Les Grillades de Nina,Informel,44700.00,2,,,"2023-10-28"
280,La Note Bleue,Formel,31100.00,1,-3.9983935,5.3391208,"2023-10-31"
281,Aichti Hôtel,Formel,811590.00,28,-3.9765137,5.2927946,"2023-10-30"
282,Garba Thérapeutique,Informel,382800.00,22,-3.9978956,5.3685728,"2023-10-30"
283,Adou Francis,Informel,145000.00,8,-3.9768088,5.3554146,"2023-11-01"
284,Larissa Allocodrome cocody,Informel,157450.00,43,-3.9996410,5.3379210,"2023-11-09"
285,Chez Mme Yeou,Informel,477900.00,17,-4.0002500,5.3239700,"2023-11-09"
286,Saveur d'Afrique Angré 7eme tranche,,211450.00,9,-3.9873680,5.3838300,"2023-11-03"
287,La Manne,Semi-Formel,216450.00,15,,,"2023-11-03"
288,Authentic Akassa,,29350.00,10,,,"2023-11-04"
289,Ali 2 Plateaux,,24450.00,4,-3.9965820,5.3994590,"2023-11-07"
290,Nem Aghien Ivoire,Semi-Formel,101150.00,14,,,"2023-11-07"
291,Chez Patrick Las Palmas,Informel,5300.00,3,,,"2023-11-07"
292,Mme Bah Fanta,Informel,30150.00,2,,,"2023-11-07"
293,Aicha 2plateaux,Informel,313150.00,13,-3.9982120,5.3686120,"2023-11-07"
294,Express garba,Informel,4900.00,2,,,"2023-11-07"
295,Awa 2 plateaux,Semi-Formel,92700.00,6,,,"2023-11-07"
296,Betty Sonia,Informel,52400.00,3,,,"2023-11-07"
297,Mr Malick,,500.00,1,,,"2023-11-11"
298,Mme Safi,,3500.00,2,-3.9961620,5.3995140,"2023-11-11"
299,Café de Paris,,606100.00,65,-3.9923340,5.3948100,"2023-11-11"
300,Christine 22ième,,33000.00,3,-3.9952290,5.3965330,"2023-11-11"
301,Mme Rosine,,54600.00,7,-3.9922670,5.3966580,"2023-11-11"
303,Mr Brahima,,7400.00,2,,,"2023-11-11"
304,Elisabeth,Informel,1600.00,2,-3.9969640,5.3969640,"2023-11-11"
305,Mme Aghate,,800.00,1,,,"2023-11-11"
306,Joyce Fast  Food,,402000.00,106,-3.9922250,5.3947510,"2023-11-11"
307,Chez Fatim,,32750.00,1,,,"2023-11-11"
308,Chawarma Ivoire,Formel,56600.00,3,-3.9919453,5.4051418,"2023-11-09"
309,Espace Mosaic,Formel,193550.00,8,-4.0009410,5.3650061,"2023-11-13"
310,Hamed 22ième,Informel,18750.00,7,,,"2023-11-08"
311,Matenin 22ième,Informel,26650.00,3,,,"2023-11-09"
312,Mme Assetou 22ème,,12050.00,3,-3.9915980,5.3970000,"2023-11-14"
313,Mme betty 22ème,,16000.00,2,,,"2023-11-13"
314,Local Grill,Formel,11000.00,2,-3.9925979,5.3907874,"2023-11-10"
315,Mme Viviane,,22650.00,3,,,"2023-11-09"
316,Restau Miam Miam,Semi-Formel,15400.00,1,,,"2023-11-14"
317,Sylvie Bleu Marine,Informel,1800.00,1,,,"2023-11-14"
318,Mme diallo carrefour garage,,589750.00,41,-3.9762888,5.3476348,"2023-11-14"
319,Carine bleu marine,Informel,2700.00,1,,,"2023-11-14"
320,Mariam  bleu marine,Informel,1200.00,1,,,"2023-11-14"
321,Mme Nguessan bleu marine,Informel,400.00,1,,,"2023-11-14"
322,Table 09 bleu marine,Informel,900.00,1,,,"2023-11-14"
323,La derniere  bâche bleu marine,Informel,9400.00,3,,,"2023-11-14"
324,Zile Benoit Bleu marine,Informel,900.00,1,,,"2023-11-14"
325,Mimi Bleu marine,Informel,900.00,1,,,"2023-11-14"
326,Charlotte Bleu Marine,Informel,800.00,1,,,"2023-11-14"
327,Chez Pascal  Bleue Marine,Informel,21400.00,2,,,"2023-11-14"
328,Pizzeria  Le Maestro,,29400.00,2,-3.9962050,5.3749240,"2023-11-14"
329,Mr Panini,Informel,23600.00,6,,,"2023-11-08"
330,Mme Tapsoba,Informel,48750.00,6,,,"2023-11-08"
331,Kiff Food,Semi-Formel,6200.00,2,,,"2023-11-09"
333,Jean-Luc Las Palmas,Informel,1500.00,1,,,"2023-11-09"
334,Mme Carolle,,3000.00,1,,,"2023-11-09"
335,La Voisinne,Informel,17000.00,1,,,"2023-11-09"
336,Aïcha Anono,Informel,807300.00,50,-3.9738980,5.3387540,"2023-11-16"
338,Souleymane,,59500.00,3,,,"2023-11-16"
339,Yoruba Aghien,,1700.00,1,,,"2023-11-16"
340,La Vieille Mère Bleu Marine,Informel,4200.00,2,,,"2023-11-16"
341,Abou Garba 2 plateaux,Informel,1400.00,1,-3.9826200,5.4028990,"2023-11-16"
342,La Merveille Bleu Marine,,52000.00,4,,,"2023-11-16"
343,Copa D'Ella,Formel,1094540.00,62,-3.9971070,5.3632360,"2023-11-18"
344,Restaurant Le Classico,Formel,13600.00,1,-3.9684764,5.3858126,"2023-11-17"
345,Sonia Anono,,69900.00,3,-3.9738315,5.3462619,"2023-11-17"
346,Prisca 22ème,,2000.00,1,,,"2023-11-17"
347,Chez Mme Josianne,,1200.00,1,,,"2023-11-17"
348,Mme Béatrice,Informel,59250.00,9,,,"2023-11-17"
349,Pizza Pique Vite,Semi-Formel,309050.00,28,,,"2023-11-17"
351,Chawarma +,Formel,5300.00,2,-3.9883891,5.3909369,"2023-11-18"
352,La cours des compte 7ème tranche,Semi-Formel,43800.00,2,,,"2023-11-18"
353,Christelle Las Palmas,Informel,40350.00,2,,,"2023-11-20"
354,Chez Oura,Informel,28500.00,5,,,"2023-11-20"
355,Mme N'Diaye,Informel,508350.00,18,,,"2023-11-20"
356,Mme Sarah,Informel,5750.00,2,-3.9864810,5.3939320,"2023-11-21"
357,Mme Mélanie,Informel,1200.00,1,-3.9864810,5.3939320,"2023-11-21"
358,Mr  Bachirou,Informel,149300.00,10,-3.9862950,5.3942990,"2023-11-21"
359,Rosemonde,Informel,112750.00,9,-3.9922170,5.3969740,"2023-11-21"
360,Poulet Chap Chap,Informel,32000.00,2,,,"2023-11-21"
361,Elias,,985000.00,56,,,"2023-11-22"
362,Dakadi Market,,78650.00,2,,,"2023-11-22"
363,Afrique Saveur,Semi-Formel,399150.00,11,,,"2023-11-22"
364,Chez Evra,Informel,83650.00,20,,,"2023-11-24"
365,Chez Diallo Djibi,Informel,27500.00,2,,,"2023-11-23"
366,Mme Boni,Informel,33750.00,2,-3.9938340,5.4049580,"2023-11-23"
367,Mme Elisa,Informel,28000.00,1,,,"2023-11-23"
368,Mr Barik,Informel,23650.00,13,-3.9922910,5.3967420,"2023-11-23"
369,chez tidiane,Informel,32000.00,2,,,"2023-11-23"
370,Amoudou,Informel,225000.00,14,,,"2023-11-23"
371,Garba Choco,Informel,1203500.00,44,-3.9776303,5.3499854,"2023-11-23"
372,Roots,Semi-Formel,7550.00,1,,,"2023-11-23"
374,Enka Flat Hôtel,Formel,304200.00,12,-3.9779995,5.3994841,"2023-11-24"
375,Mme kesienne,Informel,9650.00,1,-3.9840230,5.4058040,"2023-11-24"
376,Ruby's,Semi-Formel,15000.00,1,-3.9773666,5.3399814,"2023-11-24"
377,Aicha soro,Semi-Formel,2387400.00,121,-3.9690571,5.3507002,"2023-11-24"
378,Mme Tenin 22ième,Informel,29625.00,5,,,"2023-11-24"
379,Chez Rifat,Formel,229800.00,10,-3.9760929,5.3491571,"2023-11-24"
380,Dao Poulet Chaud,Semi-Formel,43500.00,2,,,"2023-11-24"
381,Mr Ismo,Informel,28500.00,2,,,"2023-11-25"
382,Mme Kouassi,Informel,132000.00,10,-3.9946320,5.4049080,"2023-11-25"
383,porc chez landry,Informel,120500.00,8,,,"2023-11-25"
384,Mme Marie,Informel,7500.00,1,-4.0033950,5.3967330,"2023-11-25"
385,Mr Moutari,Informel,3500.00,2,-3.9850550,5.4050440,"2023-11-25"
386,Mr Chawarma,Formel,1226150.00,91,-3.9853876,5.4035614,"2023-11-25"
387,Chawarma des paradis,Formel,7346750.00,79,-3.9761800,5.3502661,"2023-11-26"
388,Madeleine,Informel,398500.00,22,,,"2023-11-28"
389,Abou,Informel,170500.00,12,,,"2023-11-28"
390,Rosalie fruit riv 3,Informel,200000.00,9,,,"2023-11-27"
391,Catherine cocody village,Informel,136450.00,13,,,"2023-11-28"
392,Chez Lys,Informel,1887550.00,68,,,"2023-11-28"
393,Mme Camara Djibi,Informel,3000.00,1,,,"2023-11-28"
394,Daniel riviera 3,Informel,284800.00,16,,,"2023-11-27"
395,Rifat Riviera 2,Formel,429500.00,17,-3.9751348,5.3522956,"2023-11-27"
396,Maman Ouleye,,28750.00,4,,,"2023-11-27"
397, N'Deye Astou,Informel,338525.00,15,,,"2023-11-29"
398,Mme Dorothée,Informel,30000.00,2,,,"2023-11-27"
399,Mr Gaston,Informel,4900.00,2,,,"2023-11-30"
400,Assetou allocodrome mermoz,Informel,40350.00,16,,,"2023-11-30"
401,Le Comptoir,Formel,4847000.00,145,-4.0020509,5.3280844,"2023-11-30"
402,Café Blanc,Formel,185200.00,8,-3.9803021,5.4031457,"2023-11-30"
403,Ami riviera 2,Informel,153000.00,11,,,"2023-12-01"
404,Le Paon,Formel,57500.00,3,-3.9540173,5.3498002,"2023-12-01"
405,Brochette bon pasteur,Informel,171500.00,12,,,"2023-12-01"
406,Mr Sylla Tidiane,Informel,148750.00,7,,,"2023-12-01"
407,La Grande Merveille,Informel,162550.00,18,,,"2023-12-02"
408,Kaboré 2 Plateau,,2750.00,1,,,"2023-12-02"
409,Mme Diallo M'pouto,,10400.00,1,,,"2023-12-02"
410,Imse,,185000.00,1,,,"2023-12-02"
411,Z3,Formel,3750.00,1,-3.9529237,5.3479639,"2023-12-02"
412,Eméline,Informel,74450.00,5,-3.9949910,5.3978840,"2024-01-30"
415,SO CAFE,Semi-Formel,186500.00,13,,,"2023-12-04"
416,Oumarou,Informel,40600.00,6,,,"2023-12-04"
417,Top 10,Semi-Formel,571450.00,16,-3.9859240,5.3942480,"2023-12-04"
418,Diabaté,Informel,175700.00,20,,,"2023-12-05"
419,La Maison Gourmande,Informel,3000.00,1,,,"2023-12-05"
420,Les Jardins de la Riviera,Informel,45700.00,3,,,"2023-12-05"
421,Bi.Flaz,Semi-Formel,262575.00,13,,,"2023-12-06"
422,Djeneba Anono,Informel,16500.00,2,,,"2023-12-06"
423,Mme irène 2 plateaux,Informel,4650.00,1,,,"2023-12-06"
424,Fely Riviera 2,Informel,105500.00,15,,,"2023-12-07"
425,Mr Barou angre,Informel,56000.00,1,,,"2023-12-07"
426,Maman Ama,Informel,291150.00,16,-3.9803180,5.4016900,"2023-12-07"
427,Mme Gnolou,Informel,14100.00,1,,,"2023-12-07"
428,Bouftime UCAO,Semi-Formel,26750.00,2,,,"2023-12-07"
429,Casa 60,Formel,67500.00,4,-3.9892262,5.3664915,"2023-12-07"
430,Caz de Nabia,Semi-Formel,44000.00,3,,,"2023-12-08"
431,Dorsty House,Formel,49950.00,2,-3.9898660,5.3677729,"2023-12-08"
432,Moussa cocovico,Informel,14500.00,1,,,"2023-12-09"
433,IN'Concept Store,Formel,2889170.00,140,-3.9972239,5.3647359,"2023-12-09"
434,Uncle Sam,Formel,1125950.00,32,-3.9930512,5.3937778,"2023-12-09"
435,Arc-En-Ciel,Formel,157500.00,4,-3.9899614,5.3674557,"2023-12-12"
436,Chez Cécile orange,Informel,11500.00,2,,,"2023-12-13"
437,Mme Bakayoko,Informel,11000.00,1,,,"2023-12-13"
438,Mme Konan Martine,Informel,134150.00,13,,,"2023-12-13"
439,L'art de vivre,Formel,1126775.00,24,-3.9894594,5.4058855,"2023-12-13"
440,Lana Restaurant,Formel,3095400.00,70,-3.9654222,5.3635852,"2023-12-13"
441,La Bonne Saveur,Informel,27000.00,1,,,"2023-12-12"
442,Chez Eméline,,59775.00,4,-3.9951060,5.3974450,"2023-12-14"
443,Restaurant du Bietry,Formel,900225.00,26,-3.9815944,5.2775921,"2023-12-14"
444,Entrecôte,Formel,870000.00,26,-3.9929573,5.3996658,"2023-12-14"
445,les jardins d'akouedo,Semi-Formel,267400.00,16,,,"2023-12-14"
446,Mme N'dongo,Informel,243500.00,12,,,"2023-12-15"
447,Mme kamagte,Informel,3500.00,1,,,"2023-12-15"
448,Mme Aka Attoban,Informel,90175.00,3,,,"2023-12-15"
449,Café des Jardins,Formel,4882800.00,43,-3.9894436,5.3602220,"2023-12-15"
450,Terrasse de Bonoumin,Formel,572550.00,23,-3.9806367,5.3588894,"2023-12-16"
451,Au temple,Informel,37200.00,3,,,"2023-12-16"
452,Presi 7ème tranche,Informel,157700.00,10,,,"2023-12-16"
453,Tropigrill Mahou,Informel,290900.00,18,,,"2023-12-16"
454,C'Miham's,Informel,16100.00,1,,,"2023-12-16"
455,Audrey catherine,Informel,7100.00,1,-4.0077525,5.3690953,"2023-12-16"
456,Nicole,Informel,439050.00,30,,,"2023-12-18"
457,Jardyland,Formel,37700.00,1,-3.9966297,5.3760113,"2023-12-18"
458,La plage,Informel,181050.00,8,,,"2023-12-19"
459,Mariam orange,Informel,14000.00,1,,,"2023-12-19"
460,Lywan resto,Formel,44550.00,3,-3.9919182,5.3930312,"2023-12-21"
461,Café In,Formel,78625.00,9,-3.9924600,5.3904620,"2023-12-21"
462,Aicha Orange,Informel,42000.00,5,,,"2023-12-21"
463,Des Gâteaux Et du Pain,Formel,714700.00,11,-3.9895523,5.3603391,"2023-12-22"
464,Maman Lassissi,Informel,134950.00,5,,,"2023-12-22"
465,Exotique fruit 22eme,Semi-Formel,185250.00,13,-3.9897829,5.3689269,"2023-12-22"
466,Roi du poulet angré,Formel,362900.00,11,-3.9867308,5.3900658,"2023-12-22"
467,Resto Chez Moya,Semi-Formel,2700.00,1,-3.9920171,5.3927225,"2023-12-22"
468,Chez cecile 22eme,Informel,1800.00,1,,,"2023-12-23"
469,Aicha Bamba,Informel,33250.00,2,-3.9982120,5.3686120,"2023-12-23"
470,aline 2 plateaux,Formel,16450.00,1,-3.9931713,5.3804893,"2023-12-23"
471,Aq'obeach,Semi-Formel,194600.00,6,,,"2023-12-23"
472,Marouche,Formel,381500.00,2,-3.9827045,5.2905364,"2023-12-23"
473,Taalat,Formel,208200.00,16,-3.9979294,5.3672605,"2023-12-24"
474,Mr Chour,Formel,3425900.00,18,-3.9895590,5.3673157,"2023-12-26"
475,Martine Allocodrome de la 2,Informel,344600.00,13,-3.9767122,5.3521540,"2023-12-27"
476,Exotic fruits vallon,Semi-Formel,106250.00,6,-3.9897829,5.3689269,"2024-01-02"
477,Le Beirut Vallons,Formel,1576200.00,59,-3.9917324,5.3621022,"2024-01-10"
478,Mme Ouattara,Formel,21550.00,1,,,"2024-01-11"
479,Secret d'anta,Semi-Formel,872325.00,43,,,"2023-12-31"
480,Garba Express 2 Plateaux Mobile,Informel,2900.00,1,,,"2024-01-10"
481,Chez kouakou,Informel,20300.00,1,,,"2024-01-10"
482,La Re7 Magik,Informel,2900.00,1,,,"2024-01-10"
483,Karibu,Semi-Formel,400350.00,10,-3.9868630,5.3972249,"2024-01-16"
484,Bib's Café,Formel,83450.00,3,-3.9413290,5.3290200,"2024-01-15"
485,Anita Bluetooth,Formel,48850.00,4,-3.9864350,5.3958150,"2024-01-05"
486,Ballo,Informel,29050.00,5,,,"2023-12-30"
487,Abdoul 2 plateaux,Informel,29500.00,1,,,"2024-01-04"
488,Traiteur delicity,Informel,1124515.00,17,,,"2024-01-04"
489,Mme Willi,Informel,140150.00,11,,,"2024-01-06"
490,Amidou,Informel,169000.00,13,,,"2024-01-06"
491,Le toubabou,Informel,726950.00,27,-3.9756906,5.3901185,"2024-01-08"
492,Chicken nation,Informel,742500.00,59,-3.9752671,5.3900575,"2024-01-12"
493,HBFS Consulting,Formel,161350.00,3,,,"2024-01-09"
494,Chacha,Semi-Formel,162550.00,4,,,"2024-01-17"
495,Anick,Semi-Formel,146000.00,6,,,"2024-01-17"
508,Liwan,Formel,58700.00,6,-3.9919182,5.3930312,"2024-01-16"
509,Ama 2,Semi-Formel,414600.00,11,-3.9875104,5.4086332,"2024-02-01"
510,Enjera Ethiopian,Semi-Formel,23250.00,7,,,"2024-01-26"
511,Meadland,Formel,56950.00,2,-3.9915300,5.3616447,"2024-01-27"
512,M Donald,Semi-Formel,2850.00,2,,,"2024-01-27"
513,Texas grillz,Formel,879850.00,18,-3.9986004,5.3686092,"2024-01-30"
514,Diallo Mamadou,Informel,215500.00,15,,,"2024-01-29"
515,IPT,Formel,1915990.00,15,,,"2024-02-01"
516,Océan,Formel,1005950.00,47,-3.9903800,5.3619017,"2024-02-08"
517,Cuvé d'Or,Semi-Formel,11900.00,3,,,"2024-01-29"
518,Ange,Informel,20000.00,1,,,"2024-02-05"
